GEO_ID,NAME,DP05_0001E,DP05_0046E,Percent Chinese
0500000US01121,"Talladega County, Alabama",41561,12,0.028873222
0500000US01123,"Tallapoosa County, Alabama",20968,106,0.50553224
0500000US01125,"Tuscaloosa County, Alabama",107299,1041,0.970186115
0500000US01127,"Walker County, Alabama",32657,217,0.664482347
0500000US01129,"Washington County, Alabama",8382,4,0.047721308
0500000US01131,"Wilcox County, Alabama",5667,0,0
0500000US01133,"Winston County, Alabama",12003,21,0.174956261
0500000US02013,"Aleutians East Borough, Alaska",1352,0,0
0500000US02016,"Aleutians West Census Area, Alaska",2318,6,0.258843831
0500000US02020,"Anchorage Municipality, Alaska",143861,1346,0.935625361
0500000US02050,"Bethel Census Area, Alaska",8657,0,0
0500000US02060,"Bristol Bay Borough, Alaska",351,0,0
0500000US02068,"Denali Borough, Alaska",1045,8,0.765550239
0500000US02070,"Dillingham Census Area, Alaska",2419,8,0.330715172
0500000US02090,"Fairbanks North Star Borough, Alaska",45655,419,0.917752711
0500000US02100,"Haines Borough, Alaska",1221,2,0.163800164
0500000US02105,"Hoonah-Angoon Census Area, Alaska",997,9,0.902708124
0500000US02110,"Juneau City and Borough, Alaska",15723,164,1.043057941
0500000US02122,"Kenai Peninsula Borough, Alaska",27984,47,0.167953116
0500000US02130,"Ketchikan Gateway Borough, Alaska",6717,20,0.297751973
0500000US02150,"Kodiak Island Borough, Alaska",6230,17,0.272873194
0500000US02158,"Kusilvak Census Area, Alaska",3787,0,0
0500000US02164,"Lake and Peninsula Borough, Alaska",644,0,0
0500000US02170,"Matanuska-Susitna Borough, Alaska",50531,161,0.318616295
0500000US02180,"Nome Census Area, Alaska",4726,2,0.042319086
0500000US02185,"North Slope Borough, Alaska",3807,45,1.182033097
0500000US02188,"Northwest Arctic Borough, Alaska",3526,0,0
0500000US02195,"Petersburg Borough, Alaska",1534,19,1.238591917
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",2929,2,0.06828269
0500000US02220,"Sitka City and Borough, Alaska",4196,14,0.333651096
0500000US02230,"Skagway Municipality, Alaska",501,0,0
0500000US02240,"Southeast Fairbanks Census Area, Alaska",3108,117,3.764478764
0500000US02261,"Valdez-Cordova Census Area, Alaska",4398,7,0.159163256
0500000US02275,"Wrangell City and Borough, Alaska",1145,0,0
0500000US02282,"Yakutat City and Borough, Alaska",293,1,0.341296928
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",2498,0,0
0500000US04001,"Apache County, Arizona",36356,29,0.079766751
0500000US04003,"Cochise County, Arizona",61900,283,0.457189015
0500000US04005,"Coconino County, Arizona",71485,1005,1.405889347
0500000US04007,"Gila County, Arizona",27039,133,0.491882096
0500000US04009,"Graham County, Arizona",17671,38,0.215041594
0500000US04011,"Greenlee County, Arizona",4538,0,0
0500000US04012,"La Paz County, Arizona",10085,114,1.130391671
0500000US04013,"Maricopa County, Arizona",2188247,33347,1.523913891
0500000US04015,"Mohave County, Arizona",102751,317,0.308512813
0500000US04017,"Navajo County, Arizona",54549,93,0.170488918
0500000US04019,"Pima County, Arizona",521541,7711,1.478503128
0500000US04021,"Pinal County, Arizona",207175,1172,0.565705322
0500000US04023,"Santa Cruz County, Arizona",24209,53,0.218926845
0500000US04025,"Yavapai County, Arizona",116617,582,0.499069604
0500000US04027,"Yuma County, Arizona",101627,240,0.236157714
0500000US05001,"Arkansas County, Arkansas",9349,8,0.085570649
0500000US05003,"Ashley County, Arkansas",10445,0,0
0500000US05005,"Baxter County, Arkansas",21328,75,0.351650413
0500000US05007,"Benton County, Arkansas",133760,876,0.654904306
0500000US05009,"Boone County, Arkansas",18891,69,0.365253295
0500000US05011,"Bradley County, Arkansas",5717,0,0
0500000US05013,"Calhoun County, Arkansas",2583,0,0
0500000US05015,"Carroll County, Arkansas",14057,141,1.003058974
0500000US05017,"Chicot County, Arkansas",5376,39,0.725446429
0500000US05019,"Clark County, Arkansas",11880,27,0.227272727
0500000US05021,"Clay County, Arkansas",7560,0,0
0500000US05023,"Cleburne County, Arkansas",12666,31,0.244749724
0500000US05025,"Cleveland County, Arkansas",4121,0,0
0500000US05027,"Columbia County, Arkansas",12369,24,0.194033471
0500000US05029,"Conway County, Arkansas",10704,50,0.467115097
0500000US05031,"Craighead County, Arkansas",54959,331,0.602267145
0500000US05033,"Crawford County, Arkansas",31836,11,0.034552079
0500000US05035,"Crittenden County, Arkansas",25513,24,0.09406969
0500000US05037,"Cross County, Arkansas",8730,0,0
0500000US05039,"Dallas County, Arkansas",3690,0,0
0500000US05041,"Desha County, Arkansas",6147,24,0.390434358
0500000US05043,"Drew County, Arkansas",9394,42,0.44709389
0500000US05045,"Faulkner County, Arkansas",63231,219,0.346349101
0500000US05047,"Franklin County, Arkansas",9003,0,0
0500000US05049,"Fulton County, Arkansas",6125,0,0
0500000US05051,"Garland County, Arkansas",51260,46,0.089738588
0500000US05053,"Grant County, Arkansas",9233,0,0
0500000US05055,"Greene County, Arkansas",22854,149,0.651964645
0500000US05057,"Hempstead County, Arkansas",11519,3,0.026043927
0500000US05059,"Hot Spring County, Arkansas",16113,0,0
0500000US05061,"Howard County, Arkansas",6923,0,0
0500000US05063,"Independence County, Arkansas",19077,49,0.256853803
0500000US05065,"Izard County, Arkansas",6503,0,0
0500000US05067,"Jackson County, Arkansas",8600,0,0
0500000US05069,"Jefferson County, Arkansas",35000,17,0.048571429
0500000US05071,"Johnson County, Arkansas",13406,88,0.656422497
0500000US05073,"Lafayette County, Arkansas",3360,17,0.505952381
0500000US05075,"Lawrence County, Arkansas",8338,0,0
0500000US05077,"Lee County, Arkansas",3974,0,0
0500000US05079,"Lincoln County, Arkansas",4843,0,0
0500000US05081,"Little River County, Arkansas",6381,0,0
0500000US05083,"Logan County, Arkansas",10991,6,0.054590119
0500000US05085,"Lonoke County, Arkansas",36841,69,0.187291333
0500000US05087,"Madison County, Arkansas",8177,0,0
0500000US05089,"Marion County, Arkansas",8517,19,0.223083245
0500000US05091,"Miller County, Arkansas",22203,0,0
0500000US05093,"Mississippi County, Arkansas",21690,35,0.161364684
0500000US05095,"Monroe County, Arkansas",3742,0,0
0500000US05097,"Montgomery County, Arkansas",4472,0,0
0500000US05099,"Nevada County, Arkansas",4114,0,0
0500000US05101,"Newton County, Arkansas",3944,0,0
0500000US05103,"Ouachita County, Arkansas",12459,6,0.048157958
0500000US05105,"Perry County, Arkansas",5183,0,0
0500000US05107,"Phillips County, Arkansas",9868,0,0
0500000US05109,"Pike County, Arkansas",5444,0,0
0500000US05111,"Poinsett County, Arkansas",12252,0,0
0500000US05113,"Polk County, Arkansas",10374,0,0
0500000US05115,"Pope County, Arkansas",32431,232,0.715364929
0500000US05117,"Prairie County, Arkansas",4094,0,0
0500000US05119,"Pulaski County, Arkansas",205072,1909,0.930892565
0500000US05121,"Randolph County, Arkansas",8856,18,0.203252033
0500000US05123,"St. Francis County, Arkansas",11806,83,0.703032356
0500000US05125,"Saline County, Arkansas",60844,300,0.49306423
0500000US05127,"Scott County, Arkansas",5063,5,0.098755678
0500000US05129,"Searcy County, Arkansas",3910,17,0.434782609
0500000US05131,"Sebastian County, Arkansas",65248,230,0.352501226
0500000US05133,"Sevier County, Arkansas",8497,0,0
0500000US05135,"Sharp County, Arkansas",8742,9,0.10295127
0500000US05137,"Stone County, Arkansas",6285,4,0.063643596
0500000US05139,"Union County, Arkansas",20348,156,0.766660114
0500000US05141,"Van Buren County, Arkansas",8428,0,0
0500000US05143,"Washington County, Arkansas",116373,1074,0.922894486
0500000US05145,"White County, Arkansas",40288,248,0.615567911
0500000US05147,"Woodruff County, Arkansas",3527,57,1.616104338
0500000US05149,"Yell County, Arkansas",10709,0,0
0500000US06001,"Alameda County, California",842239,178565,21.20122673
0500000US06003,"Alpine County, California",485,0,0
0500000US06005,"Amador County, California",17789,120,0.674574175
0500000US06007,"Butte County, California",114082,914,0.8011781
0500000US06009,"Calaveras County, California",22851,173,0.757078465
0500000US06011,"Colusa County, California",10460,46,0.439770554
0500000US06013,"Contra Costa County, California",583749,50553,8.660057662
0500000US06015,"Del Norte County, California",12750,26,0.203921569
0500000US06017,"El Dorado County, California",94641,1277,1.349309496
0500000US06019,"Fresno County, California",493375,7066,1.432176336
0500000US06021,"Glenn County, California",13758,11,0.079953482
0500000US06023,"Humboldt County, California",68364,624,0.912761102
0500000US06025,"Imperial County, California",87949,601,0.683350578
0500000US06027,"Inyo County, California",8915,21,0.235558048
0500000US06029,"Kern County, California",432798,4025,0.929995055
0500000US06031,"Kings County, California",67696,314,0.463838336
0500000US06033,"Lake County, California",32330,126,0.3897309
0500000US06035,"Lassen County, California",10486,54,0.514972344
0500000US06037,"Los Angeles County, California",5112188,469752,9.188863946
0500000US06039,"Madera County, California",80461,633,0.786716546
0500000US06041,"Marin County, California",132987,5230,3.932715228
0500000US06043,"Mariposa County, California",8548,57,0.666822649
0500000US06045,"Mendocino County, California",43982,559,1.27097449
0500000US06047,"Merced County, California",134395,1719,1.279065441
0500000US06049,"Modoc County, California",4281,27,0.630693763
0500000US06051,"Mono County, California",6676,12,0.179748352
0500000US06053,"Monterey County, California",212409,2953,1.39024241
0500000US06055,"Napa County, California",70020,1077,1.538131962
0500000US06057,"Nevada County, California",50297,389,0.773405969
0500000US06059,"Orange County, California",1604212,118924,7.41323466
0500000US06061,"Placer County, California",197350,4708,2.385609324
0500000US06063,"Plumas County, California",9378,120,1.279590531
0500000US06065,"Riverside County, California",1210479,24610,2.033079467
0500000US06067,"Sacramento County, California",779556,49842,6.393639456
0500000US06069,"San Benito County, California",30225,199,0.658395368
0500000US06071,"San Bernardino County, California",1079265,40002,3.706411308
0500000US06073,"San Diego County, California",1646558,67326,4.088893316
0500000US06075,"San Francisco County, California",428675,186828,43.58266752
0500000US06077,"San Joaquin County, California",372451,9810,2.63390352
0500000US06079,"San Luis Obispo County, California",139159,2561,1.840340905
0500000US06081,"San Mateo County, California",388095,91053,23.4615236
0500000US06083,"Santa Barbara County, California",222170,7080,3.186748886
0500000US06085,"Santa Clara County, California",953048,200614,21.04972677
0500000US06087,"Santa Cruz County, California",138328,4089,2.956017581
0500000US06089,"Shasta County, California",91165,954,1.046454231
0500000US06091,"Sierra County, California",1415,0,0
0500000US06093,"Siskiyou County, California",21760,74,0.340073529
0500000US06095,"Solano County, California",222011,5842,2.631401147
0500000US06097,"Sonoma County, California",255727,4711,1.842198907
0500000US06099,"Stanislaus County, California",274323,3012,1.097975744
0500000US06101,"Sutter County, California",48243,377,0.781460523
0500000US06103,"Tehama County, California",32139,128,0.398270015
0500000US06105,"Trinity County, California",6165,28,0.454176805
0500000US06107,"Tulare County, California",230932,1234,0.534356434
0500000US06109,"Tuolumne County, California",25933,142,0.547564879
0500000US06111,"Ventura County, California",428152,10786,2.519198789
0500000US06113,"Yolo County, California",111914,12022,10.74217703
0500000US06115,"Yuba County, California",37410,109,0.291365945
0500000US08001,"Adams County, Colorado",249608,2556,1.024005641
0500000US08003,"Alamosa County, Colorado",8048,54,0.670974155
0500000US08005,"Arapahoe County, Colorado",325600,6669,2.048218673
0500000US08007,"Archuleta County, Colorado",6596,26,0.39417829
0500000US08009,"Baca County, Colorado",1817,0,0
0500000US08011,"Bent County, Colorado",2052,0,0
0500000US08013,"Boulder County, Colorado",160299,5605,3.496590746
0500000US08014,"Broomfield County, Colorado",34069,862,2.530159382
0500000US08015,"Chaffee County, Colorado",9069,12,0.132318889
0500000US08017,"Cheyenne County, Colorado",1014,0,0
0500000US08019,"Clear Creek County, Colorado",4717,17,0.360398558
0500000US08021,"Conejos County, Colorado",4040,0,0
0500000US08023,"Costilla County, Colorado",1760,0,0
0500000US08025,"Crowley County, Colorado",2100,0,0
0500000US08027,"Custer County, Colorado",2334,0,0
0500000US08029,"Delta County, Colorado",15112,89,0.588935945
0500000US08031,"Denver County, Colorado",352265,4902,1.391566009
0500000US08033,"Dolores County, Colorado",815,0,0
0500000US08035,"Douglas County, Colorado",168312,2989,1.775868625
0500000US08037,"Eagle County, Colorado",25621,191,0.745482222
0500000US08039,"Elbert County, Colorado",12697,67,0.527683705
0500000US08041,"El Paso County, Colorado",346071,2754,0.795790459
0500000US08043,"Fremont County, Colorado",19722,58,0.294087821
0500000US08045,"Garfield County, Colorado",28946,105,0.362744421
0500000US08047,"Gilpin County, Colorado",2970,0,0
0500000US08049,"Grand County, Colorado",7216,75,1.039356984
0500000US08051,"Gunnison County, Colorado",7701,0,0
0500000US08053,"Hinsdale County, Colorado",472,0,0
0500000US08055,"Huerfano County, Colorado",3391,0,0
0500000US08057,"Jackson County, Colorado",613,0,0
0500000US08059,"Jefferson County, Colorado",288386,3803,1.318718662
0500000US08061,"Kiowa County, Colorado",767,0,0
0500000US08063,"Kit Carson County, Colorado",3453,0,0
0500000US08065,"Lake County, Colorado",3443,3,0.087133314
0500000US08067,"La Plata County, Colorado",27618,133,0.481569991
0500000US08069,"Larimer County, Colorado",172786,2581,1.493755281
0500000US08071,"Las Animas County, Colorado",6781,4,0.05898835
0500000US08073,"Lincoln County, Colorado",2024,6,0.296442688
0500000US08075,"Logan County, Colorado",10294,66,0.641150185
0500000US08077,"Mesa County, Colorado",76617,390,0.509025412
0500000US08079,"Mineral County, Colorado",402,0,0
0500000US08081,"Moffat County, Colorado",6330,0,0
0500000US08083,"Montezuma County, Colorado",13157,113,0.858858402
0500000US08085,"Montrose County, Colorado",21160,21,0.099243856
0500000US08087,"Morgan County, Colorado",14169,90,0.635189498
0500000US08089,"Otero County, Colorado",9378,130,1.386223075
0500000US08091,"Ouray County, Colorado",2359,0,0
0500000US08093,"Park County, Colorado",8352,0,0
0500000US08095,"Phillips County, Colorado",2064,7,0.339147287
0500000US08097,"Pitkin County, Colorado",8582,61,0.710790026
0500000US08099,"Prowers County, Colorado",5890,9,0.152801358
0500000US08101,"Pueblo County, Colorado",84244,301,0.357295475
0500000US08103,"Rio Blanco County, Colorado",3124,0,0
0500000US08105,"Rio Grande County, Colorado",5673,3,0.052882073
0500000US08107,"Routt County, Colorado",12028,39,0.324243432
0500000US08109,"Saguache County, Colorado",3309,0,0
0500000US08111,"San Juan County, Colorado",297,0,0
0500000US08113,"San Miguel County, Colorado",3809,75,1.96902074
0500000US08115,"Sedgwick County, Colorado",1213,5,0.412201154
0500000US08117,"Summit County, Colorado",13953,99,0.709524833
0500000US08119,"Teller County, Colorado",12044,44,0.365327134
0500000US08121,"Washington County, Colorado",2318,0,0
0500000US08123,"Weld County, Colorado",151051,671,0.444220826
0500000US08125,"Yuma County, Colorado",5026,5,0.09948269
0500000US09001,"Fairfield County, Connecticut",484290,11554,2.385760598
0500000US09003,"Hartford County, Connecticut",459586,7542,1.641042155
0500000US09005,"Litchfield County, Connecticut",91893,636,0.692109301
0500000US09007,"Middlesex County, Connecticut",83412,1276,1.52975591
0500000US09009,"New Haven County, Connecticut",443994,9218,2.076154182
0500000US09011,"New London County, Connecticut",133353,4338,3.25302018
0500000US09013,"Tolland County, Connecticut",75462,3072,4.070923114
0500000US09015,"Windham County, Connecticut",58839,542,0.921157736
0500000US10001,"Kent County, Delaware",91500,1050,1.147540984
0500000US10003,"New Castle County, Delaware",286976,7291,2.540630575
0500000US10005,"Sussex County, Delaware",115882,463,0.399544364
0500000US11001,"District of Columbia, District of Columbia",364039,6769,1.859416161
0500000US12001,"Alachua County, Florida",137223,4258,3.102978364
0500000US12003,"Baker County, Florida",13510,124,0.917838638
0500000US12005,"Bay County, Florida",91630,154,0.168067227
0500000US12007,"Bradford County, Florida",12296,112,0.910865322
0500000US12009,"Brevard County, Florida",299095,2493,0.833514435
0500000US12011,"Broward County, Florida",988162,15612,1.57990289
0500000US12013,"Calhoun County, Florida",6445,0,0
0500000US12015,"Charlotte County, Florida",92602,347,0.374721928
0500000US12017,"Citrus County, Florida",74695,144,0.192783988
0500000US12019,"Clay County, Florida",107101,548,0.511666558
0500000US12021,"Collier County, Florida",188507,960,0.509264908
0500000US12023,"Columbia County, Florida",33736,14,0.041498696
0500000US12027,"DeSoto County, Florida",16067,9,0.056015435
0500000US12029,"Dixie County, Florida",7300,0,0
0500000US12031,"Duval County, Florida",482102,4122,0.855005787
0500000US12033,"Escambia County, Florida",158334,1128,0.712418053
0500000US12035,"Flagler County, Florida",57402,77,0.134141668
0500000US12037,"Franklin County, Florida",5077,0,0
0500000US12039,"Gadsden County, Florida",24155,32,0.132477748
0500000US12041,"Gilchrist County, Florida",8538,21,0.245959241
0500000US12043,"Glades County, Florida",6007,0,0
0500000US12045,"Gulf County, Florida",6467,50,0.773156023
0500000US12047,"Hamilton County, Florida",5923,0,0
0500000US12049,"Hardee County, Florida",12435,61,0.490550864
0500000US12051,"Hendry County, Florida",19132,21,0.109763747
0500000US12053,"Hernando County, Florida",96859,423,0.43671729
0500000US12055,"Highlands County, Florida",53076,63,0.118697716
0500000US12057,"Hillsborough County, Florida",727206,7908,1.087449774
0500000US12059,"Holmes County, Florida",8886,0,0
0500000US12061,"Indian River County, Florida",80038,451,0.563482346
0500000US12063,"Jackson County, Florida",21627,0,0
0500000US12065,"Jefferson County, Florida",6729,0,0
0500000US12067,"Lafayette County, Florida",3512,0,0
0500000US12069,"Lake County, Florida",178224,1092,0.612712093
0500000US12071,"Lee County, Florida",376236,2560,0.680423989
0500000US12073,"Leon County, Florida",152284,2928,1.922723333
0500000US12075,"Levy County, Florida",20685,86,0.415760213
0500000US12077,"Liberty County, Florida",3372,4,0.118623962
0500000US12079,"Madison County, Florida",8594,0,0
0500000US12081,"Manatee County, Florida",198391,1571,0.791870599
0500000US12083,"Marion County, Florida",183874,842,0.457922273
0500000US12085,"Martin County, Florida",80358,502,0.624704448
0500000US12086,"Miami-Dade County, Florida",1387969,12863,0.926749805
0500000US12087,"Monroe County, Florida",36307,173,0.476492137
0500000US12089,"Nassau County, Florida",41887,134,0.319908325
0500000US12091,"Okaloosa County, Florida",100372,747,0.744231459
0500000US12093,"Okeechobee County, Florida",18939,14,0.073921538
0500000US12095,"Orange County, Florida",687710,12271,1.784327696
0500000US12097,"Osceola County, Florida",178393,1271,0.712471902
0500000US12099,"Palm Beach County, Florida",754786,8393,1.11197081
0500000US12101,"Pasco County, Florida",269354,2691,0.999057003
0500000US12103,"Pinellas County, Florida",501468,4009,0.799452807
0500000US12105,"Polk County, Florida",349939,2276,0.65039907
0500000US12107,"Putnam County, Florida",36997,115,0.310836014
0500000US12109,"St. Johns County, Florida",125619,1116,0.88840064
0500000US12111,"St. Lucie County, Florida",160220,914,0.57046561
0500000US12113,"Santa Rosa County, Florida",85449,210,0.245760629
0500000US12115,"Sarasota County, Florida",219443,1311,0.597421654
0500000US12117,"Seminole County, Florida",238402,3761,1.577587436
0500000US12119,"Sumter County, Florida",62477,384,0.614626182
0500000US12121,"Suwannee County, Florida",21413,8,0.037360482
0500000US12123,"Taylor County, Florida",9616,36,0.37437604
0500000US12125,"Union County, Florida",5324,0,0
0500000US12127,"Volusia County, Florida",274983,1307,0.47530211
0500000US12129,"Wakulla County, Florida",14780,18,0.121786198
0500000US12131,"Walton County, Florida",33729,13,0.038542501
0500000US12133,"Washington County, Florida",11355,22,0.193747248
0500000US13001,"Appling County, Georgia",9122,74,0.811225608
0500000US13003,"Atkinson County, Georgia",4060,0,0
0500000US13005,"Bacon County, Georgia",5728,0,0
0500000US13007,"Baker County, Georgia",1602,0,0
0500000US13009,"Baldwin County, Georgia",22296,53,0.2377108
0500000US13011,"Banks County, Georgia",9308,15,0.161151697
0500000US13013,"Barrow County, Georgia",40251,78,0.193784005
0500000US13015,"Bartow County, Georgia",53094,39,0.073454628
0500000US13017,"Ben Hill County, Georgia",8894,0,0
0500000US13019,"Berrien County, Georgia",9768,0,0
0500000US13021,"Bibb County, Georgia",81285,435,0.535154087
0500000US13023,"Bleckley County, Georgia",6753,0,0
0500000US13025,"Brantley County, Georgia",9558,192,2.008788449
0500000US13027,"Brooks County, Georgia",7978,0,0
0500000US13029,"Bryan County, Georgia",18587,89,0.478829289
0500000US13031,"Bulloch County, Georgia",38804,426,1.097824966
0500000US13033,"Burke County, Georgia",11805,4,0.033883947
0500000US13035,"Butts County, Georgia",11244,66,0.586979723
0500000US13037,"Calhoun County, Georgia",2474,0,0
0500000US13039,"Camden County, Georgia",25736,153,0.594497979
0500000US13043,"Candler County, Georgia",5473,12,0.219258177
0500000US13045,"Carroll County, Georgia",60159,201,0.334114596
0500000US13047,"Catoosa County, Georgia",34700,319,0.919308357
0500000US13049,"Charlton County, Georgia",5585,0,0
0500000US13051,"Chatham County, Georgia",149617,1691,1.13021916
0500000US13053,"Chattahoochee County, Georgia",3685,81,2.198100407
0500000US13055,"Chattooga County, Georgia",11954,0,0
0500000US13057,"Cherokee County, Georgia",125707,629,0.500369908
0500000US13059,"Clarke County, Georgia",66131,1073,1.622537085
0500000US13061,"Clay County, Georgia",1524,0,0
0500000US13063,"Clayton County, Georgia",150782,1220,0.809115146
0500000US13065,"Clinch County, Georgia",3306,0,0
0500000US13067,"Cobb County, Georgia",387679,5535,1.427727579
0500000US13069,"Coffee County, Georgia",20866,10,0.047924854
0500000US13071,"Colquitt County, Georgia",22982,21,0.091375859
0500000US13073,"Columbia County, Georgia",76935,565,0.73438617
0500000US13075,"Cook County, Georgia",8953,80,0.893555233
0500000US13077,"Coweta County, Georgia",73516,313,0.425757658
0500000US13079,"Crawford County, Georgia",5841,0,0
0500000US13081,"Crisp County, Georgia",11755,0,0
0500000US13083,"Dade County, Georgia",8284,0,0
0500000US13085,"Dawson County, Georgia",12312,2,0.016244314
0500000US13087,"Decatur County, Georgia",13859,18,0.129879501
0500000US13089,"DeKalb County, Georgia",395045,7711,1.951929527
0500000US13091,"Dodge County, Georgia",9871,5,0.050653429
0500000US13093,"Dooly County, Georgia",6303,0,0
0500000US13095,"Dougherty County, Georgia",48270,68,0.140874249
0500000US13097,"Douglas County, Georgia",75025,599,0.798400533
0500000US13099,"Early County, Georgia",5519,0,0
0500000US13101,"Echols County, Georgia",2093,0,0
0500000US13103,"Effingham County, Georgia",30523,84,0.275202306
0500000US13105,"Elbert County, Georgia",9961,0,0
0500000US13107,"Emanuel County, Georgia",11486,0,0
0500000US13109,"Evans County, Georgia",5397,0,0
0500000US13111,"Fannin County, Georgia",13076,0,0
0500000US13113,"Fayette County, Georgia",57857,671,1.15975595
0500000US13115,"Floyd County, Georgia",50260,225,0.447672105
0500000US13117,"Forsyth County, Georgia",114856,3861,3.361600613
0500000US13119,"Franklin County, Georgia",11650,53,0.454935622
0500000US13121,"Fulton County, Georgia",534629,15140,2.831870325
0500000US13123,"Gilmer County, Georgia",15236,25,0.164085062
0500000US13125,"Glascock County, Georgia",1535,0,0
0500000US13127,"Glynn County, Georgia",44713,39,0.087222955
0500000US13129,"Gordon County, Georgia",28889,63,0.218076084
0500000US13131,"Grady County, Georgia",12755,0,0
0500000US13133,"Greene County, Georgia",8814,43,0.487860222
0500000US13135,"Gwinnett County, Georgia",468053,13503,2.884929698
0500000US13137,"Habersham County, Georgia",23492,72,0.306487315
0500000US13139,"Hall County, Georgia",99836,352,0.352578228
0500000US13141,"Hancock County, Georgia",3699,0,0
0500000US13143,"Haralson County, Georgia",15101,38,0.251638964
0500000US13145,"Harris County, Georgia",16962,60,0.353731871
0500000US13147,"Hart County, Georgia",13109,14,0.106796857
0500000US13149,"Heard County, Georgia",5940,0,0
0500000US13151,"Henry County, Georgia",117851,744,0.631305632
0500000US13153,"Houston County, Georgia",79071,317,0.400905515
0500000US13155,"Irwin County, Georgia",4416,27,0.611413043
0500000US13157,"Jackson County, Georgia",34249,64,0.18686677
0500000US13159,"Jasper County, Georgia",7186,0,0
0500000US13161,"Jeff Davis County, Georgia",7689,6,0.078033554
0500000US13163,"Jefferson County, Georgia",8096,22,0.27173913
0500000US13165,"Jenkins County, Georgia",4699,0,0
0500000US13167,"Johnson County, Georgia",4186,0,0
0500000US13169,"Jones County, Georgia",14851,28,0.188539492
0500000US13171,"Lamar County, Georgia",9561,0,0
0500000US13173,"Lanier County, Georgia",5352,0,0
0500000US13175,"Laurens County, Georgia",24974,72,0.288299832
0500000US13177,"Lee County, Georgia",14766,160,1.083570364
0500000US13179,"Liberty County, Georgia",30211,399,1.320710999
0500000US13181,"Lincoln County, Georgia",4181,0,0
0500000US13183,"Long County, Georgia",9235,0,0
